t,S,E,I1,I2,R,G1,G2,I_total,G_total,h
77.7,0.4136628600011922,0.0371892914552139,0.03994897803047702,0.012052509910393888,0.30608555172547985,0.1076887761663771,0.08337203271086593,0.05200148794087091,0.19106080887724303,1.0
77.75,0.41356066637360783,0.03712995318677208,0.03989284704815755,0.012034858774551429,0.3062059964777927,0.1077563419786034,0.08341933616051506,0.051927705822708975,0.19117567813911845,1.0
77.80000000000001,0.4134590860668275,0.0370706896633653,0.03983674122744803,0.012017219130816678,0.30632599720559806,0.1078237471936302,0.08346651951231421,0.05185396035826471,0.1912902667059444,1.0
77.85000000000001,0.41335811788470456,0.037011501027469175,0.039780660916489546,0.011999591076247101,0.30644555430130344,0.10789099192254074,0.08351358287124541,0.05178025199273665,0.19140457479378614,1.0
77.9,0.41325776063167535,0.03695238741981252,0.039724606461589804,0.011981974707306836,0.3065646681595188,0.10795807627725522,0.08356052634284153,0.05170658116889664,0.19151860262009673,1.0
77.95,0.41315801311277045,0.03689334897938509,0.039668578207225275,0.01196437011986778,0.306683339177043,0.10802500037052602,0.08360735003318252,0.05163294832709306,0.19163235040370855,1.0
78.0,0.41305887413362585,0.03683438584344545,0.03961257649604351,0.01194677740921071,0.3068015677528499,0.10809176431593293,0.08365405404889177,0.05155935390525422,0.19174581836482468,1.0
78.05000000000001,0.412960342500494,0.03677549814752868,0.03955660166886541,0.011929196670026374,0.306919354288075,0.10815836822787825,0.08370063849713237,0.05148579833889179,0.1918590067250106,1.0
78.10000000000001,0.4128624170202547,0.03671668602545422,0.03950065406468755,0.011911627996416641,0.3070366991860015,0.10822481222158205,0.0837471034856034,0.051412282061104195,0.19197191570718544,1.0
78.15,0.4127650965004259,0.036657949609333614,0.03944473402068454,0.011894071481895625,0.30715360285204685,0.1082910964130773,0.08379344912253621,0.051338805502580166,0.1920845455356135,1.0
78.2,0.41266837974917453,0.03659928902957828,0.039388841872211436,0.011876527219390826,0.30727006569374893,0.10835722091920506,0.0838396755166908,0.05126536909160226,0.19219689643589588,1.0
78.25,0.41257226557532745,0.03654070441490732,0.039332977952806214,0.011858995301244317,0.30738608812075274,0.10842318585760986,0.08388578277735216,0.05119197325405053,0.19230896863496202,1.0
78.30000000000001,0.4124767527883813,0.03648219589235522,0.03927714259419219,0.011841475819213867,0.30750167054479643,0.10848899134673459,0.08393177101432642,0.05111861841340606,0.192420762361061,1.0
78.35000000000001,0.412381840198514,0.03642376358727969,0.039221336126280586,0.011823968864474161,0.30761681337969815,0.10855463750581605,0.0839776403379374,0.05104530499075475,0.19253227784375346,1.0
78.4,0.4122875266165945,0.036365407623369345,0.03916555887717307,0.011806474527617968,0.3077315170413423,0.10862012445488001,0.08402339085902287,0.05097203340479104,0.1926435153139029,1.0
78.45,0.4121938108541935,0.036307128122651515,0.039109811173164366,0.011788992898657346,0.307845781947666,0.10868545231473647,0.08406902268893088,0.050898804071821714,0.19275447500366735,1.0
78.5,0.41210069172359337,0.03624892520549994,0.039054093338744836,0.011771524067024848,0.3079596085186458,0.10875062120697494,0.08411453593951612,0.050825617405769685,0.19286515714649105,1.0
78.55000000000001,0.41200816803779916,0.03619079899064256,0.03899840569660322,0.011754068121574755,0.3080729971762842,0.10881563125395974,0.08415993072313643,0.050752473818177976,0.19297556197709617,1.0
78.60000000000001,0.41191623861054727,0.036132749595169183,0.03894274856762924,0.01173662515058427,0.30818594834459595,0.10888048257882503,0.08420520715264893,0.05067937371821351,0.19308568973147394,1.0
78.65,0.41182490225631735,0.0360747771345393,0.038887122270916445,0.011719195241754807,0.3082984624495951,0.10894517530547049,0.08425036534140665,0.05060631751267125,0.19319554064687713,1.0
78.7,0.41173415779034034,0.03601688172258968,0.03883152712376486,0.011701778482213186,0.308410539919281,0.10900970955855611,0.08429540540325474,0.050533305605978046,0.19330511496181085,1.0
78.75,0.4116440040286101,0.03595906347154224,0.038775963441683915,0.011684374958512935,0.30852218118362584,0.10907408546349798,0.08434032745252705,0.05046033840019685,0.193414412916025,1.0
78.80000000000001,0.41155443978789197,0.0359013224920116,0.03872043153839518,0.011666984756635525,0.3086333866745603,0.10913830314646314,0.08438513160404237,0.050387416295030706,0.1935234347505055,1.0
78.85000000000001,0.411465463885733,0.035843658893012866,0.03866493172583531,0.011649607961991663,0.30874415682596107,0.10920236273436519,0.08442981797310098,0.05031453968782697,0.19363218070746618,1.0
78.9,0.41137707514047167,0.03578607278196932,0.038609464314158896,0.01163224465942257,0.3088544920736372,0.10926626435485946,0.084474386675481,0.05024170897358147,0.19374065103034047,1.0
